번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
10542.0,11,2018.0,정면,단어,KETI_SL_0000010542,61
10543.0,11,2018.0,정면,단어,KETI_SL_0000010543,62
10544.0,11,2018.0,정면,단어,KETI_SL_0000010544,63
10545.0,11,2018.0,정면,단어,KETI_SL_0000010545,64
10546.0,11,2018.0,정면,단어,KETI_SL_0000010546,65
10547.0,11,2018.0,정면,단어,KETI_SL_0000010547,66
10548.0,11,2018.0,정면,단어,KETI_SL_0000010548,67
10549.0,11,2018.0,정면,단어,KETI_SL_0000010549,68
10550.0,11,2018.0,정면,단어,KETI_SL_0000010550,69
10551.0,11,2018.0,정면,단어,KETI_SL_0000010551,70
10552.0,11,2018.0,정면,단어,KETI_SL_0000010552,71
10553.0,11,2018.0,정면,단어,KETI_SL_0000010553,72
10554.0,11,2018.0,정면,단어,KETI_SL_0000010554,73
10555.0,11,2018.0,정면,단어,KETI_SL_0000010555,74
10556.0,11,2018.0,정면,단어,KETI_SL_0000010556,75
10557.0,11,2018.0,정면,단어,KETI_SL_0000010557,76
10558.0,11,2018.0,정면,단어,KETI_SL_0000010558,77
10559.0,11,2018.0,정면,단어,KETI_SL_0000010559,78
10560.0,11,2018.0,정면,단어,KETI_SL_0000010560,79
10561.0,11,2018.0,정면,단어,KETI_SL_0000010561,80
10562.0,11,2018.0,정면,단어,KETI_SL_0000010562,81
10563.0,11,2018.0,정면,단어,KETI_SL_0000010563,82
10564.0,11,2018.0,정면,단어,KETI_SL_0000010564,83
10565.0,11,2018.0,정면,단어,KETI_SL_0000010565,84
10566.0,11,2018.0,정면,단어,KETI_SL_0000010566,85
10567.0,11,2018.0,정면,단어,KETI_SL_0000010567,86
10568.0,11,2018.0,정면,단어,KETI_SL_0000010568,87
10569.0,11,2018.0,정면,단어,KETI_SL_0000010569,88
10570.0,11,2018.0,정면,단어,KETI_SL_0000010570,89
10571.0,11,2018.0,정면,단어,KETI_SL_0000010571,90
10572.0,11,2018.0,정면,단어,KETI_SL_0000010572,91
10573.0,11,2018.0,정면,단어,KETI_SL_0000010573,92
10574.0,11,2018.0,정면,단어,KETI_SL_0000010574,93
10575.0,11,2018.0,정면,단어,KETI_SL_0000010575,94
10576.0,11,2018.0,정면,단어,KETI_SL_0000010576,95
10577.0,11,2018.0,정면,단어,KETI_SL_0000010577,96
10578.0,11,2018.0,정면,단어,KETI_SL_0000010578,97
10579.0,11,2018.0,정면,단어,KETI_SL_0000010579,98
10580.0,11,2018.0,정면,단어,KETI_SL_0000010580,99
10581.0,11,2018.0,정면,단어,KETI_SL_0000010581,100
10582.0,11,2018.0,정면,단어,KETI_SL_0000010582,112
10583.0,11,2018.0,정면,단어,KETI_SL_0000010583,119
10584.0,11,2018.0,정면,단어,KETI_SL_0000010584,1000
10585.0,11,2018.0,정면,단어,KETI_SL_0000010585,10000
10586.0,11,2018.0,정면,단어,KETI_SL_0000010586,가렵다
10587.0,11,2018.0,정면,단어,KETI_SL_0000010587,가스
10588.0,11,2018.0,정면,단어,KETI_SL_0000010588,가슴
10589.0,11,2018.0,정면,단어,KETI_SL_0000010589,가시
10590.0,11,2018.0,정면,단어,KETI_SL_0000010590,각목
10591.0,11,2018.0,정면,단어,KETI_SL_0000010591,갇히다
10592.0,11,2018.0,정면,단어,KETI_SL_0000010592,감금
10593.0,11,2018.0,정면,단어,KETI_SL_0000010593,감전
10594.0,11,2018.0,정면,단어,KETI_SL_0000010594,강
10595.0,11,2018.0,정면,단어,KETI_SL_0000010595,강남구
10596.0,11,2018.0,정면,단어,KETI_SL_0000010596,강동구
10597.0,11,2018.0,정면,단어,KETI_SL_0000010597,강북구
10598.0,11,2018.0,정면,단어,KETI_SL_0000010598,강서구
10599.0,11,2018.0,정면,단어,KETI_SL_0000010599,강풍
10600.0,11,2018.0,정면,단어,KETI_SL_0000010600,개
10601.0,11,2018.0,정면,단어,KETI_SL_0000010601,거실
10602.0,11,2018.0,정면,단어,KETI_SL_0000010602,걸렸다
10603.0,11,2018.0,정면,단어,KETI_SL_0000010603,결박
10604.0,11,2018.0,정면,단어,KETI_SL_0000010604,경운기
10605.0,11,2018.0,정면,단어,KETI_SL_0000010605,경찰
10606.0,11,2018.0,정면,단어,KETI_SL_0000010606,경찰차
10607.0,11,2018.0,정면,단어,KETI_SL_0000010607,계곡
10608.0,11,2018.0,정면,단어,KETI_SL_0000010608,계단
10609.0,11,2018.0,정면,단어,KETI_SL_0000010609,고속도로
10610.0,11,2018.0,정면,단어,KETI_SL_0000010610,고압전선
10611.0,11,2018.0,정면,단어,KETI_SL_0000010611,고열
10612.0,11,2018.0,정면,단어,KETI_SL_0000010612,고장
10613.0,11,2018.0,정면,단어,KETI_SL_0000010613,부러지다
10614.0,11,2018.0,정면,단어,KETI_SL_0000010614,골절
10615.0,11,2018.0,정면,단어,KETI_SL_0000010615,탈골
10616.0,11,2018.0,정면,단어,KETI_SL_0000010616,곰
10617.0,11,2018.0,정면,단어,KETI_SL_0000010617,공사장
10618.0,11,2018.0,정면,단어,KETI_SL_0000010618,공원
10619.0,11,2018.0,정면,단어,KETI_SL_0000010619,놀이터
10620.0,11,2018.0,정면,단어,KETI_SL_0000010620,공장
10621.0,11,2018.0,정면,단어,KETI_SL_0000010621,관악구
10622.0,11,2018.0,정면,단어,KETI_SL_0000010622,광진구
10623.0,11,2018.0,정면,단어,KETI_SL_0000010623,교통사고
10624.0,11,2018.0,정면,단어,KETI_SL_0000010624,구급대
10625.0,11,2018.0,정면,단어,KETI_SL_0000010625,구급대원
10626.0,11,2018.0,정면,단어,KETI_SL_0000010626,구급차
10627.0,11,2018.0,정면,단어,KETI_SL_0000010627,구로구
10628.0,11,2018.0,정면,단어,KETI_SL_0000010628,구청
10629.0,11,2018.0,정면,단어,KETI_SL_0000010629,구해주세요
10630.0,11,2018.0,정면,단어,KETI_SL_0000010630,귀
10631.0,11,2018.0,정면,단어,KETI_SL_0000010631,금가다
10632.0,11,2018.0,정면,단어,KETI_SL_0000010632,금요일
10633.0,11,2018.0,정면,단어,KETI_SL_0000010633,금천구
10634.0,11,2018.0,정면,단어,KETI_SL_0000010634,급류
10635.0,11,2018.0,정면,단어,KETI_SL_0000010635,기절
10636.0,11,2018.0,정면,단어,KETI_SL_0000010636,기절하다
10637.0,11,2018.0,정면,단어,KETI_SL_0000010637,깔리다
10638.0,11,2018.0,정면,단어,KETI_SL_0000010638,끓는물
10639.0,11,2018.0,정면,단어,KETI_SL_0000010639,남자친구
10640.0,11,2018.0,정면,단어,KETI_SL_0000010640,남편
10641.0,11,2018.0,정면,단어,KETI_SL_0000010641,남학생
10642.0,11,2018.0,정면,단어,KETI_SL_0000010642,납치
10643.0,11,2018.0,정면,단어,KETI_SL_0000010643,낫
10644.0,11,2018.0,정면,단어,KETI_SL_0000010644,낯선남자
10645.0,11,2018.0,정면,단어,KETI_SL_0000010645,낯선사람
10646.0,11,2018.0,정면,단어,KETI_SL_0000010646,낯선여자
10647.0,11,2018.0,정면,단어,KETI_SL_0000010647,내년
10648.0,11,2018.0,정면,단어,KETI_SL_0000010648,내일
10649.0,11,2018.0,정면,단어,KETI_SL_0000010649,냄새나다
10650.0,11,2018.0,정면,단어,KETI_SL_0000010650,노원구
10651.0,11,2018.0,정면,단어,KETI_SL_0000010651,논
10652.0,11,2018.0,정면,단어,KETI_SL_0000010652,농약
10653.0,11,2018.0,정면,단어,KETI_SL_0000010653,누나
10654.0,11,2018.0,정면,단어,KETI_SL_0000010654,누수
10655.0,11,2018.0,정면,단어,KETI_SL_0000010655,누전
10656.0,11,2018.0,정면,단어,KETI_SL_0000010656,누출
10657.0,11,2018.0,정면,단어,KETI_SL_0000010657,눈
10658.0,11,2018.0,정면,단어,KETI_SL_0000010658,다리
10659.0,11,2018.0,정면,단어,KETI_SL_0000010659,다음
10660.0,11,2018.0,정면,단어,KETI_SL_0000010660,달(월)
10661.0,11,2018.0,정면,단어,KETI_SL_0000010661,대문앞
10662.0,11,2018.0,정면,단어,KETI_SL_0000010662,도둑
10663.0,11,2018.0,정면,단어,KETI_SL_0000010663,절도
10664.0,11,2018.0,정면,단어,KETI_SL_0000010664,도로
10665.0,11,2018.0,정면,단어,KETI_SL_0000010665,도봉구
10666.0,11,2018.0,정면,단어,KETI_SL_0000010666,독극물
10667.0,11,2018.0,정면,단어,KETI_SL_0000010667,독버섯
10668.0,11,2018.0,정면,단어,KETI_SL_0000010668,독사
10669.0,11,2018.0,정면,단어,KETI_SL_0000010669,동대문구
10670.0,11,2018.0,정면,단어,KETI_SL_0000010670,동생
10671.0,11,2018.0,정면,단어,KETI_SL_0000010671,동작구
10672.0,11,2018.0,정면,단어,KETI_SL_0000010672,동전
10673.0,11,2018.0,정면,단어,KETI_SL_0000010673,두드러기생기다
10674.0,11,2018.0,정면,단어,KETI_SL_0000010674,뒤
10675.0,11,2018.0,정면,단어,KETI_SL_0000010675,뒤통수
10676.0,11,2018.0,정면,단어,KETI_SL_0000010676,등
10677.0,11,2018.0,정면,단어,KETI_SL_0000010677,딸
10678.0,11,2018.0,정면,단어,KETI_SL_0000010678,떨어지다
10679.0,11,2018.0,정면,단어,KETI_SL_0000010679,쓰러지다
10680.0,11,2018.0,정면,단어,KETI_SL_0000010680,뜨거운물
10681.0,11,2018.0,정면,단어,KETI_SL_0000010681,마당
10682.0,11,2018.0,정면,단어,KETI_SL_0000010682,마포구
10683.0,11,2018.0,정면,단어,KETI_SL_0000010683,말려주세요
10684.0,11,2018.0,정면,단어,KETI_SL_0000010684,말벌
10685.0,11,2018.0,정면,단어,KETI_SL_0000010685,맹견
10686.0,11,2018.0,정면,단어,KETI_SL_0000010686,머리
10687.0,11,2018.0,정면,단어,KETI_SL_0000010687,멧돼지
10688.0,11,2018.0,정면,단어,KETI_SL_0000010688,목
10689.0,11,2018.0,정면,단어,KETI_SL_0000010689,목요일
10690.0,11,2018.0,정면,단어,KETI_SL_0000010690,무너지다
10691.0,11,2018.0,정면,단어,KETI_SL_0000010691,붕괴
10692.0,11,2018.0,정면,단어,KETI_SL_0000010692,무릎
10693.0,11,2018.0,정면,단어,KETI_SL_0000010693,문틈
10694.0,11,2018.0,정면,단어,KETI_SL_0000010694,물
10695.0,11,2018.0,정면,단어,KETI_SL_0000010695,밑에
10696.0,11,2018.0,정면,단어,KETI_SL_0000010696,아래
10697.0,11,2018.0,정면,단어,KETI_SL_0000010697,바다
10698.0,11,2018.0,정면,단어,KETI_SL_0000010698,반점생기다
10699.0,11,2018.0,정면,단어,KETI_SL_0000010699,발
10700.0,11,2018.0,정면,단어,KETI_SL_0000010700,발가락
10701.0,11,2018.0,정면,단어,KETI_SL_0000010701,발목
10702.0,11,2018.0,정면,단어,KETI_SL_0000010702,발작
10703.0,11,2018.0,정면,단어,KETI_SL_0000010703,방망이
10704.0,11,2018.0,정면,단어,KETI_SL_0000010704,밭
10705.0,11,2018.0,정면,단어,KETI_SL_0000010705,배
10706.0,11,2018.0,정면,단어,KETI_SL_0000010706,복부
10707.0,11,2018.0,정면,단어,KETI_SL_0000010707,배고프다
10708.0,11,2018.0,정면,단어,KETI_SL_0000010708,뱀
10709.0,11,2018.0,정면,단어,KETI_SL_0000010709,벌
10710.0,11,2018.0,정면,단어,KETI_SL_0000010710,범람
10711.0,11,2018.0,정면,단어,KETI_SL_0000010711,벼락
10712.0,11,2018.0,정면,단어,KETI_SL_0000010712,병원
10713.0,11,2018.0,정면,단어,KETI_SL_0000010713,보건소
10714.0,11,2018.0,정면,단어,KETI_SL_0000010714,보내주세요(경찰)
10715.0,11,2018.0,정면,단어,KETI_SL_0000010715,보내주세요(구급차)
10716.0,11,2018.0,정면,단어,KETI_SL_0000010716,복통
10717.0,11,2018.0,정면,단어,KETI_SL_0000010717,볼
10718.0,11,2018.0,정면,단어,KETI_SL_0000010718,부엌
10719.0,11,2018.0,정면,단어,KETI_SL_0000010719,불
10720.0,11,2018.0,정면,단어,KETI_SL_0000010720,불나다
10721.0,11,2018.0,정면,단어,KETI_SL_0000010721,붕대
10722.0,11,2018.0,정면,단어,KETI_SL_0000010722,비닐하우스
10723.0,11,2018.0,정면,단어,KETI_SL_0000010723,비상약
10724.0,11,2018.0,정면,단어,KETI_SL_0000010724,빌라
10725.0,11,2018.0,정면,단어,KETI_SL_0000010725,뼈
10726.0,11,2018.0,정면,단어,KETI_SL_0000010726,사이
10727.0,11,2018.0,정면,단어,KETI_SL_0000010727,산
10728.0,11,2018.0,정면,단어,KETI_SL_0000010728,살충제
10729.0,11,2018.0,정면,단어,KETI_SL_0000010729,살해
10730.0,11,2018.0,정면,단어,KETI_SL_0000010730,삼키다
10731.0,11,2018.0,정면,단어,KETI_SL_0000010731,서대문구
10732.0,11,2018.0,정면,단어,KETI_SL_0000010732,서랍
10733.0,11,2018.0,정면,단어,KETI_SL_0000010733,서울시
10734.0,11,2018.0,정면,단어,KETI_SL_0000010734,서초구
10735.0,11,2018.0,정면,단어,KETI_SL_0000010735,선반
10736.0,11,2018.0,정면,단어,KETI_SL_0000010736,선생님
10737.0,11,2018.0,정면,단어,KETI_SL_0000010737,성동구
10738.0,11,2018.0,정면,단어,KETI_SL_0000010738,성북구
10739.0,11,2018.0,정면,단어,KETI_SL_0000010739,성폭행
10740.0,11,2018.0,정면,단어,KETI_SL_0000010740,소방관
10741.0,11,2018.0,정면,단어,KETI_SL_0000010741,소방차
10742.0,11,2018.0,정면,단어,KETI_SL_0000010742,소화기
10743.0,11,2018.0,정면,단어,KETI_SL_0000010743,소화전
10744.0,11,2018.0,정면,단어,KETI_SL_0000010744,손
10745.0,11,2018.0,정면,단어,KETI_SL_0000010745,손가락
10746.0,11,2018.0,정면,단어,KETI_SL_0000010746,손목
10747.0,11,2018.0,정면,단어,KETI_SL_0000010747,송파구
10748.0,11,2018.0,정면,단어,KETI_SL_0000010748,수영장
10749.0,11,2018.0,정면,단어,KETI_SL_0000010749,수요일
10750.0,11,2018.0,정면,단어,KETI_SL_0000010750,술취한 사람
10751.0,11,2018.0,정면,단어,KETI_SL_0000010751,숨을안쉬다
10752.0,11,2018.0,정면,단어,KETI_SL_0000010752,시청
10753.0,11,2018.0,정면,단어,KETI_SL_0000010753,신고하세요(경찰)
10754.0,11,2018.0,정면,단어,KETI_SL_0000010754,심장마비
10755.0,11,2018.0,정면,단어,KETI_SL_0000010755,아기
10756.0,11,2018.0,정면,단어,KETI_SL_0000010756,아이들
10757.0,11,2018.0,정면,단어,KETI_SL_0000010757,어린이
10758.0,11,2018.0,정면,단어,KETI_SL_0000010758,아내
10759.0,11,2018.0,정면,단어,KETI_SL_0000010759,아들
10760.0,11,2018.0,정면,단어,KETI_SL_0000010760,아빠
10761.0,11,2018.0,정면,단어,KETI_SL_0000010761,아저씨
10762.0,11,2018.0,정면,단어,KETI_SL_0000010762,아줌마
10763.0,11,2018.0,정면,단어,KETI_SL_0000010763,아파트
10764.0,11,2018.0,정면,단어,KETI_SL_0000010764,인대
10765.0,11,2018.0,정면,단어,KETI_SL_0000010765,안방
10766.0,11,2018.0,정면,단어,KETI_SL_0000010766,알려주세요
10767.0,11,2018.0,정면,단어,KETI_SL_0000010767,앞
10768.0,11,2018.0,정면,단어,KETI_SL_0000010768,앞집
10769.0,11,2018.0,정면,단어,KETI_SL_0000010769,약국
10770.0,11,2018.0,정면,단어,KETI_SL_0000010770,약사
10771.0,11,2018.0,정면,단어,KETI_SL_0000010771,양천구
10772.0,11,2018.0,정면,단어,KETI_SL_0000010772,어깨
10773.0,11,2018.0,정면,단어,KETI_SL_0000010773,어제
10774.0,11,2018.0,정면,단어,KETI_SL_0000010774,어지러움
10775.0,11,2018.0,정면,단어,KETI_SL_0000010775,언니
10776.0,11,2018.0,정면,단어,KETI_SL_0000010776,얼굴
10777.0,11,2018.0,정면,단어,KETI_SL_0000010777,엄마
10778.0,11,2018.0,정면,단어,KETI_SL_0000010778,엘리베이터
10779.0,11,2018.0,정면,단어,KETI_SL_0000010779,여자친구
10780.0,11,2018.0,정면,단어,KETI_SL_0000010780,여학생
10781.0,11,2018.0,정면,단어,KETI_SL_0000010781,연기
10782.0,11,2018.0,정면,단어,KETI_SL_0000010782,연락해주세요
10783.0,11,2018.0,정면,단어,KETI_SL_0000010783,열
10784.0,11,2018.0,정면,단어,KETI_SL_0000010784,열나다
10785.0,11,2018.0,정면,단어,KETI_SL_0000010785,열어주세요
10786.0,11,2018.0,정면,단어,KETI_SL_0000010786,엽총
10787.0,11,2018.0,정면,단어,KETI_SL_0000010787,영등포구
10788.0,11,2018.0,정면,단어,KETI_SL_0000010788,옆집
10789.0,11,2018.0,정면,단어,KETI_SL_0000010789,옆집 아저씨
10790.0,11,2018.0,정면,단어,KETI_SL_0000010790,옆집 할아버지
10791.0,11,2018.0,정면,단어,KETI_SL_0000010791,옆집사람
10792.0,11,2018.0,정면,단어,KETI_SL_0000010792,옆쪽
10793.0,11,2018.0,정면,단어,KETI_SL_0000010793,오늘
10794.0,11,2018.0,정면,단어,KETI_SL_0000010794,오른쪽
10795.0,11,2018.0,정면,단어,KETI_SL_0000010795,오른쪽-귀
10796.0,11,2018.0,정면,단어,KETI_SL_0000010796,오른쪽-눈
10797.0,11,2018.0,정면,단어,KETI_SL_0000010797,오빠
10798.0,11,2018.0,정면,단어,KETI_SL_0000010798,옥상
10799.0,11,2018.0,정면,단어,KETI_SL_0000010799,올해
10800.0,11,2018.0,정면,단어,KETI_SL_0000010800,왼쪽
10801.0,11,2018.0,정면,단어,KETI_SL_0000010801,왼쪽-귀
10802.0,11,2018.0,정면,단어,KETI_SL_0000010802,왼쪽-눈
10803.0,11,2018.0,정면,단어,KETI_SL_0000010803,욕실
10804.0,11,2018.0,정면,단어,KETI_SL_0000010804,용산구
10805.0,11,2018.0,정면,단어,KETI_SL_0000010805,우리집
10806.0,11,2018.0,정면,단어,KETI_SL_0000010806,운동장
10807.0,11,2018.0,정면,단어,KETI_SL_0000010807,월요일
10808.0,11,2018.0,정면,단어,KETI_SL_0000010808,위
10809.0,11,2018.0,정면,단어,KETI_SL_0000010809,위에
10810.0,11,2018.0,정면,단어,KETI_SL_0000010810,위협
10811.0,11,2018.0,정면,단어,KETI_SL_0000010811,윗집
10812.0,11,2018.0,정면,단어,KETI_SL_0000010812,윗집사람
10813.0,11,2018.0,정면,단어,KETI_SL_0000010813,유리
10814.0,11,2018.0,정면,단어,KETI_SL_0000010814,유치원
10815.0,11,2018.0,정면,단어,KETI_SL_0000010815,유치원 버스
10816.0,11,2018.0,정면,단어,KETI_SL_0000010816,은평구
10817.0,11,2018.0,정면,단어,KETI_SL_0000010817,음식물
10818.0,11,2018.0,정면,단어,KETI_SL_0000010818,응급대원
10819.0,11,2018.0,정면,단어,KETI_SL_0000010819,응급처리
10820.0,11,2018.0,정면,단어,KETI_SL_0000010820,의사
10821.0,11,2018.0,정면,단어,KETI_SL_0000010821,이마
10822.0,11,2018.0,정면,단어,KETI_SL_0000010822,이물질
10823.0,11,2018.0,정면,단어,KETI_SL_0000010823,이번
10824.0,11,2018.0,정면,단어,KETI_SL_0000010824,이상한사람
10825.0,11,2018.0,정면,단어,KETI_SL_0000010825,이웃집
10826.0,11,2018.0,정면,단어,KETI_SL_0000010826,일요일
10827.0,11,2018.0,정면,단어,KETI_SL_0000010827,임산부
10828.0,11,2018.0,정면,단어,KETI_SL_0000010828,임신한아내
10829.0,11,2018.0,정면,단어,KETI_SL_0000010829,자동차
10830.0,11,2018.0,정면,단어,KETI_SL_0000010830,자살
10831.0,11,2018.0,정면,단어,KETI_SL_0000010831,자상
10832.0,11,2018.0,정면,단어,KETI_SL_0000010832,작년
10833.0,11,2018.0,정면,단어,KETI_SL_0000010833,작은방
10834.0,11,2018.0,정면,단어,KETI_SL_0000010834,장난감
10835.0,11,2018.0,정면,단어,KETI_SL_0000010835,장단지
10836.0,11,2018.0,정면,단어,KETI_SL_0000010836,절단
10837.0,11,2018.0,정면,단어,KETI_SL_0000010837,제초제
10838.0,11,2018.0,정면,단어,KETI_SL_0000010838,조난
10839.0,11,2018.0,정면,단어,KETI_SL_0000010839,종로구
10840.0,11,2018.0,정면,단어,KETI_SL_0000010840,주
10841.0,11,2018.0,정면,단어,KETI_SL_0000010841,중구
10842.0,11,2018.0,정면,단어,KETI_SL_0000010842,중랑구
10843.0,11,2018.0,정면,단어,KETI_SL_0000010843,지난
10844.0,11,2018.0,정면,단어,KETI_SL_0000010844,지혈대
10845.0,11,2018.0,정면,단어,KETI_SL_0000010845,진통제
10846.0,11,2018.0,정면,단어,KETI_SL_0000010846,질식
10847.0,11,2018.0,정면,단어,KETI_SL_0000010847,집
10848.0,11,2018.0,정면,단어,KETI_SL_0000010848,집단폭행
10849.0,11,2018.0,정면,단어,KETI_SL_0000010849,차밖
10850.0,11,2018.0,정면,단어,KETI_SL_0000010850,차안
10851.0,11,2018.0,정면,단어,KETI_SL_0000010851,창문
10852.0,11,2018.0,정면,단어,KETI_SL_0000010852,창백하다
10853.0,11,2018.0,정면,단어,KETI_SL_0000010853,체온계
10854.0,11,2018.0,정면,단어,KETI_SL_0000010854,총
10855.0,11,2018.0,정면,단어,KETI_SL_0000010855,추락
10856.0,11,2018.0,정면,단어,KETI_SL_0000010856,축사
10857.0,11,2018.0,정면,단어,KETI_SL_0000010857,출산
10858.0,11,2018.0,정면,단어,KETI_SL_0000010858,출혈
10859.0,11,2018.0,정면,단어,KETI_SL_0000010859,피나다
10860.0,11,2018.0,정면,단어,KETI_SL_0000010860,친구
10861.0,11,2018.0,정면,단어,KETI_SL_0000010861,침수
10862.0,11,2018.0,정면,단어,KETI_SL_0000010862,칼
10863.0,11,2018.0,정면,단어,KETI_SL_0000010863,코
10864.0,11,2018.0,정면,단어,KETI_SL_0000010864,택시
10865.0,11,2018.0,정면,단어,KETI_SL_0000010865,토요일
10866.0,11,2018.0,정면,단어,KETI_SL_0000010866,토하다
10867.0,11,2018.0,정면,단어,KETI_SL_0000010867,통학버스
10868.0,11,2018.0,정면,단어,KETI_SL_0000010868,트랙터
10869.0,11,2018.0,정면,단어,KETI_SL_0000010869,트럭
10870.0,11,2018.0,정면,단어,KETI_SL_0000010870,파도
10871.0,11,2018.0,정면,단어,KETI_SL_0000010871,파편
10872.0,11,2018.0,정면,단어,KETI_SL_0000010872,팔
10873.0,11,2018.0,정면,단어,KETI_SL_0000010873,팔꿈치
10874.0,11,2018.0,정면,단어,KETI_SL_0000010874,폭발
10875.0,11,2018.0,정면,단어,KETI_SL_0000010875,폭탄
10876.0,11,2018.0,정면,단어,KETI_SL_0000010876,폭우
10877.0,11,2018.0,정면,단어,KETI_SL_0000010877,폭행
10878.0,11,2018.0,정면,단어,KETI_SL_0000010878,학교
10879.0,11,2018.0,정면,단어,KETI_SL_0000010879,학생
10880.0,11,2018.0,정면,단어,KETI_SL_0000010880,할머니
10881.0,11,2018.0,정면,단어,KETI_SL_0000010881,할아버지
10882.0,11,2018.0,정면,단어,KETI_SL_0000010882,함몰되다
10883.0,11,2018.0,정면,단어,KETI_SL_0000010883,해(연)
10884.0,11,2018.0,정면,단어,KETI_SL_0000010884,해독제
10885.0,11,2018.0,정면,단어,KETI_SL_0000010885,해열제
10886.0,11,2018.0,정면,단어,KETI_SL_0000010886,허리
10887.0,11,2018.0,정면,단어,KETI_SL_0000010887,허벅지
10888.0,11,2018.0,정면,단어,KETI_SL_0000010888,현관
10889.0,11,2018.0,정면,단어,KETI_SL_0000010889,현관앞
10890.0,11,2018.0,정면,단어,KETI_SL_0000010890,협박
10891.0,11,2018.0,정면,단어,KETI_SL_0000010891,형
10892.0,11,2018.0,정면,단어,KETI_SL_0000010892,호흡곤란
10893.0,11,2018.0,정면,단어,KETI_SL_0000010893,호흡기
10894.0,11,2018.0,정면,단어,KETI_SL_0000010894,홍수
